Stock,Buy date,Buy price,Entry rank,Risk-adj score,6m return % at entry,Volatility %/yr at entry,5y return %,WHY PICKED,Initial SL,SL path,Peak price,Final SL,Sell date,Sell price,Exit trigger,WHY EXITED,Return %
SCHAEFFLER,2022-06-16,2238.1,24,15.92,35.0,35.0,n/a,"Rank #24 of 502 by 6m-return/volatility | 6m +35%, vol ~35%/yr",1835.2,-18% ->BE@+15%,2580.6,2238.1,2022-07-18,2559.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2560,13.8
HAL,2022-06-16,803.7,19,18.86,40.0,33.0,n/a,"Rank #19 of 502 by 6m-return/volatility | 6m +40%, vol ~33%/yr",659.1,-18%,882.2,659.1,2022-07-18,793.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 793,-1.9
STEELXIND,2022-06-16,15.1,23,16.36,61.0,60.0,n/a,"Rank #23 of 502 by 6m-return/volatility | 6m +61%, vol ~60%/yr",12.4,-18% ->BE@+15% ->20%-trail,23.8,19.0,2022-07-27,18.8,STOP_LOSS,"Stop-loss hit at 19; had peaked +57%, SL trailed to 19",23.8
MAHLIFE,2022-06-16,392.5,21,17.94,62.0,55.0,204.0,"Rank #21 of 502 by 6m-return/volatility | 6m +62%, vol ~55%/yr, 5y +204%",321.9,-18% ->BE@+15%,507.3,392.5,2022-08-19,461.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 461,17.0
JKIL,2022-06-16,268.6,20,18.34,57.0,49.0,-1.0,"Rank #20 of 502 by 6m-return/volatility | 6m +57%, vol ~49%/yr, 5y -1% (not over-extended)",220.3,-18% ->BE@+15% ->20%-trail,351.9,281.5,2022-08-19,308.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 309,14.4
BDL,2022-06-16,368.4,14,23.1,97.0,66.0,n/a,"Rank #14 of 502 by 6m-return/volatility | 6m +97%, vol ~66%/yr",302.1,-18%,420.5,302.1,2022-08-19,390.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 391,5.5
CREDITACC,2022-07-18,946.6,11,25.14,83.0,52.0,n/a,"Rank #11 of 476 by 6m-return/volatility | 6m +83%, vol ~52%/yr",776.2,-18%,994.4,776.2,2022-08-19,916.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 917,-3.8
VOLTAMP,2022-07-18,2961.1,15,21.37,57.0,42.0,160.0,"Rank #15 of 476 by 6m-return/volatility | 6m +57%, vol ~42%/yr, 5y +160% (not over-extended)",2428.1,-18% ->BE@+15%,3521.1,2961.1,2022-08-16,2961.1,STOP_LOSS,"Stop-loss hit at 2961; had peaked +19%, SL trailed to 2961",-0.6
MFL,2022-07-18,1475.9,16,21.19,93.0,69.0,n/a,"Rank #16 of 476 by 6m-return/volatility | 6m +93%, vol ~69%/yr",1210.2,-18%,1658.0,1210.2,2022-08-19,1452.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1452,-2.2
INOXLEISUR,2022-07-18,534.4,23,17.2,39.0,36.0,103.0,"Rank #23 of 476 by 6m-return/volatility | 6m +39%, vol ~36%/yr, 5y +103% (not over-extended)",438.2,-18% ->BE@+15%,619.4,534.4,2022-08-16,534.4,STOP_LOSS,"Stop-loss hit at 534; had peaked +16%, SL trailed to 534",-0.6
MARATHON,2022-07-18,227.6,17,19.48,97.0,79.0,40.0,"Rank #17 of 476 by 6m-return/volatility | 6m +97%, vol ~79%/yr, 5y +40% (not over-extended)",186.7,-18% ->BE@+15%,270.2,227.6,2022-08-04,227.6,STOP_LOSS,"Stop-loss hit at 228; had peaked +19%, SL trailed to 228",-0.6
GAEL,2022-07-18,156.8,20,19.15,87.0,72.0,381.0,"Rank #20 of 476 by 6m-return/volatility | 6m +87%, vol ~72%/yr, 5y +381%",128.6,-18%,156.9,128.6,2022-08-19,141.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 141,-10.6
WSTCSTPAPR,2022-07-18,390.4,22,18.38,52.0,45.0,104.0,"Rank #22 of 476 by 6m-return/volatility | 6m +52%, vol ~45%/yr, 5y +104% (not over-extended)",320.1,-18% ->BE@+15% ->20%-trail,677.4,542.0,2022-09-21,565.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 565,44.2
VBL,2022-07-18,188.7,21,18.42,42.0,36.0,272.0,"Rank #21 of 476 by 6m-return/volatility | 6m +42%, vol ~36%/yr, 5y +272%",154.7,-18% ->BE@+15% ->20%-trail,263.3,210.7,2022-10-24,227.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 227,19.7
RAJRATAN,2022-07-18,832.5,3,47.05,158.0,53.0,n/a,"Rank #3 of 476 by 6m-return/volatility | 6m +158%, vol ~53%/yr",682.7,-18% ->BE@+15% ->20%-trail,1409.9,1127.9,2022-09-26,1127.9,STOP_LOSS,"Stop-loss hit at 1128; had peaked +69%, SL trailed to 1128",34.9
ITC,2022-07-18,293.2,14,21.58,32.0,23.0,2.0,"Rank #14 of 476 by 6m-return/volatility | 6m +32%, vol ~23%/yr, 5y +2% (not over-extended)",240.4,-18% ->BE@+15%,358.9,293.2,2022-11-25,337.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 338,14.6
TVSMOTOR,2022-07-18,912.9,24,17.19,33.0,30.0,61.0,"Rank #24 of 476 by 6m-return/volatility | 6m +33%, vol ~30%/yr, 5y +61% (not over-extended)",748.6,-18% ->BE@+15% ->20%-trail,1223.4,978.8,2022-11-25,1078.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1078,17.5
PCJEWELLER,2022-08-19,8.7,2,52.63,212.0,64.0,-83.0,"Rank #2 of 556 by 6m-return/volatility | 6m +212%, vol ~64%/yr, 5y -83% (not over-extended)",7.1,-18%,9.8,7.1,2022-12-14,8.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 9,2.1
LSIL,2022-08-19,14.4,24,25.74,108.0,67.0,n/a,"Rank #24 of 556 by 6m-return/volatility | 6m +108%, vol ~67%/yr",11.8,-18%,15.8,11.8,2022-09-21,14.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 14,-2.7
VADILALIND,2022-08-19,2306.4,13,33.15,114.0,55.0,163.0,"Rank #13 of 556 by 6m-return/volatility | 6m +114%, vol ~55%/yr, 5y +163% (not over-extended)",1891.3,-18% ->BE@+15%,2859.0,2306.4,2022-09-21,2514.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2514,8.4
MIRZAINT,2022-08-19,30.9,23,26.01,112.0,68.0,120.0,"Rank #23 of 556 by 6m-return/volatility | 6m +112%, vol ~68%/yr, 5y +120% (not over-extended)",25.3,-18% ->BE@+15%,36.1,30.9,2022-09-21,33.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 33,6.9
JKPAPER,2022-08-19,419.7,25,25.36,87.0,55.0,354.0,"Rank #25 of 556 by 6m-return/volatility | 6m +87%, vol ~55%/yr, 5y +354%",344.2,-18%,444.9,344.2,2022-09-21,394.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 394,-6.7
TNPL,2022-08-19,221.7,14,30.18,90.0,47.0,-33.0,"Rank #14 of 556 by 6m-return/volatility | 6m +90%, vol ~47%/yr, 5y -33% (not over-extended)",181.8,-18% ->BE@+15%,259.0,221.7,2022-09-16,221.7,STOP_LOSS,"Stop-loss hit at 222; had peaked +17%, SL trailed to 222",-0.6
HAL,2022-08-19,1002.8,22,26.68,64.0,38.0,n/a,"Rank #22 of 556 by 6m-return/volatility | 6m +64%, vol ~38%/yr",822.3,-18% ->BE@+15%,1180.0,1002.8,2022-09-21,1097.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1098,8.9
ADANIENT,2022-08-19,3010.0,9,37.2,79.0,34.0,2170.0,"Rank #9 of 556 by 6m-return/volatility | 6m +79%, vol ~34%/yr, 5y +2170%",2468.2,-18% ->BE@+15%,3735.8,3010.0,2022-10-03,3010.0,STOP_LOSS,"Stop-loss hit at 3010; had peaked +24%, SL trailed to 3010",-0.6
KKCL,2022-08-19,427.9,18,28.84,110.0,60.0,16.0,"Rank #18 of 556 by 6m-return/volatility | 6m +110%, vol ~60%/yr, 5y +16% (not over-extended)",350.9,-18% ->BE@+15%,537.9,427.9,2022-11-25,485.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 486,12.9
SCHAEFFLER,2022-08-19,2950.0,12,33.18,76.0,36.0,n/a,"Rank #12 of 556 by 6m-return/volatility | 6m +76%, vol ~36%/yr",2419.0,-18% ->BE@+15% ->20%-trail,3969.8,3175.9,2022-09-26,3175.9,STOP_LOSS,"Stop-loss hit at 3176; had peaked +35%, SL trailed to 3176",7.1
SHOPERSTOP,2022-08-19,628.0,6,38.44,87.0,36.0,69.0,"Rank #6 of 556 by 6m-return/volatility | 6m +87%, vol ~36%/yr, 5y +69% (not over-extended)",514.9,-18% ->BE@+15% ->20%-trail,835.8,668.6,2022-11-18,668.6,STOP_LOSS,"Stop-loss hit at 669; had peaked +33%, SL trailed to 669",5.9
ELECON,2022-08-19,167.7,15,30.03,120.0,63.0,521.0,"Rank #15 of 556 by 6m-return/volatility | 6m +120%, vol ~63%/yr, 5y +521%",137.5,-18% ->BE@+15%,201.2,167.7,2022-09-23,167.7,STOP_LOSS,"Stop-loss hit at 168; had peaked +20%, SL trailed to 168",-0.6
GRAVITA,2022-09-21,337.0,12,37.16,120.0,51.0,520.0,"Rank #12 of 653 by 6m-return/volatility | 6m +120%, vol ~51%/yr, 5y +520%",276.3,-18%,381.8,276.3,2022-10-24,377.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 377,11.4
GOODLUCK,2022-09-21,461.3,17,34.48,90.0,41.0,713.0,"Rank #17 of 653 by 6m-return/volatility | 6m +90%, vol ~41%/yr, 5y +713%",378.2,-18%,471.2,378.2,2022-10-24,430.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 431,-7.2
EICHERMOT,2022-09-21,3695.9,24,30.73,55.0,28.0,16.0,"Rank #24 of 653 by 6m-return/volatility | 6m +55%, vol ~28%/yr, 5y +16% (not over-extended)",3030.6,-18%,3796.1,3030.6,2022-10-24,3654.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 3655,-1.7
MFL,2022-09-21,1629.7,25,30.51,75.0,39.0,n/a,"Rank #25 of 653 by 6m-return/volatility | 6m +75%, vol ~39%/yr",1336.4,-18%,1695.0,1336.4,2022-10-24,1473.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1474,-10.2
VISHNU,2022-09-21,376.2,4,46.88,118.0,40.0,463.0,"Rank #4 of 653 by 6m-return/volatility | 6m +118%, vol ~40%/yr, 5y +463%",308.5,-18%,378.1,308.5,2022-10-24,355.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 356,-6.0
AMBUJACEM,2022-09-21,541.3,10,38.11,80.0,33.0,101.0,"Rank #10 of 653 by 6m-return/volatility | 6m +80%, vol ~33%/yr, 5y +101% (not over-extended)",443.9,-18%,555.0,443.9,2022-10-24,516.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 517,-5.1
VINYLINDIA,2022-09-21,393.6,7,42.94,206.0,76.0,975.0,"Rank #7 of 653 by 6m-return/volatility | 6m +206%, vol ~76%/yr, 5y +975%",322.8,-18% ->BE@+15%,491.9,393.6,2023-01-20,388.6,STOP_LOSS,"Stop-loss hit at 389; had peaked +25%, SL trailed to 394",-1.9
INDHOTEL,2022-09-21,341.5,16,34.71,58.0,27.0,167.0,"Rank #16 of 653 by 6m-return/volatility | 6m +58%, vol ~27%/yr, 5y +167% (not over-extended)",280.0,-18%,365.2,280.0,2022-10-24,331.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 331,-3.6
BEL,2022-09-21,98.9,21,32.8,57.0,28.0,80.0,"Rank #21 of 653 by 6m-return/volatility | 6m +57%, vol ~28%/yr, 5y +80% (not over-extended)",81.1,-18%,102.2,81.1,2022-10-24,95.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 96,-4.0
FCL,2022-09-21,42.9,15,35.32,117.0,53.0,1223.0,"Rank #15 of 653 by 6m-return/volatility | 6m +117%, vol ~53%/yr, 5y +1223%",35.2,-18%,48.4,35.2,2022-10-24,46.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 46,6.8
M&M,2022-09-21,1306.7,14,35.93,67.0,30.0,110.0,"Rank #14 of 653 by 6m-return/volatility | 6m +67%, vol ~30%/yr, 5y +110% (not over-extended)",1071.5,-18%,1366.6,1071.5,2022-11-25,1260.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1261,-4.1
ITDCEM,2022-09-21,115.7,20,33.01,77.0,37.0,-26.0,"Rank #20 of 653 by 6m-return/volatility | 6m +77%, vol ~37%/yr, 5y -26% (not over-extended)",94.9,-18% ->BE@+15%,147.0,115.7,2022-12-23,115.7,STOP_LOSS,"Stop-loss hit at 116; had peaked +27%, SL trailed to 116",-0.6
UJJIVAN,2022-09-21,221.4,19,33.78,97.0,46.0,-36.0,"Rank #19 of 653 by 6m-return/volatility | 6m +97%, vol ~46%/yr, 5y -36% (not over-extended)",181.5,-18% ->BE@+15% ->20%-trail,313.4,250.7,2022-12-23,250.7,STOP_LOSS,"Stop-loss hit at 251; had peaked +42%, SL trailed to 251",12.7
POWERMECH,2022-09-21,943.8,11,37.47,113.0,48.0,254.0,"Rank #11 of 653 by 6m-return/volatility | 6m +113%, vol ~48%/yr, 5y +254%",773.9,-18% ->BE@+15%,1209.7,943.8,2022-12-23,943.8,STOP_LOSS,"Stop-loss hit at 944; had peaked +28%, SL trailed to 944",-0.6
SHANTIGEAR,2022-10-24,359.9,19,25.57,82.0,51.0,176.0,"Rank #19 of 558 by 6m-return/volatility | 6m +82%, vol ~51%/yr, 5y +176% (not over-extended)",295.1,-18%,399.8,295.1,2022-11-25,384.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 385,6.3
NELCO,2022-10-24,892.6,25,22.16,72.0,52.0,1598.0,"Rank #25 of 558 by 6m-return/volatility | 6m +72%, vol ~52%/yr, 5y +1598%",731.9,-18%,904.8,731.9,2022-11-25,731.9,STOP_LOSS,"Stop-loss hit at 732; had peaked +1%, SL trailed to 732",-18.6
ROLEXRINGS,2022-10-24,191.9,14,26.16,60.0,37.0,n/a,"Rank #14 of 558 by 6m-return/volatility | 6m +60%, vol ~37%/yr",157.4,-18%,204.3,157.4,2022-11-25,185.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 185,-4.1
DBREALTY,2022-10-24,74.6,21,24.89,102.0,65.0,138.0,"Rank #21 of 558 by 6m-return/volatility | 6m +102%, vol ~65%/yr, 5y +138% (not over-extended)",61.2,-18%,83.3,61.2,2022-11-25,72.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 73,-3.4
KUANTUM,2022-10-24,162.2,15,25.94,85.0,52.0,n/a,"Rank #15 of 558 by 6m-return/volatility | 6m +85%, vol ~52%/yr",133.0,-18%,176.4,133.0,2022-11-25,150.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 151,-7.7
ROHLTD,2022-10-24,279.5,16,25.9,97.0,60.0,265.0,"Rank #16 of 558 by 6m-return/volatility | 6m +97%, vol ~60%/yr, 5y +265%",229.2,-18%,314.1,229.2,2022-11-25,301.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 301,7.2
LIBERTSHOE,2022-10-24,239.6,8,29.32,117.0,63.0,121.0,"Rank #8 of 558 by 6m-return/volatility | 6m +117%, vol ~63%/yr, 5y +121% (not over-extended)",196.5,-18%,245.0,196.5,2022-10-31,196.5,STOP_LOSS,"Stop-loss hit at 196; had peaked +2%, SL trailed to 196",-18.6
MAHINDCIE,2022-10-24,314.5,6,30.15,68.0,36.0,37.0,"Rank #6 of 558 by 6m-return/volatility | 6m +68%, vol ~36%/yr, 5y +37% (not over-extended)",257.9,-18%,344.6,257.9,2022-12-27,325.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 326,2.9
APARINDS,2022-10-24,1482.8,4,35.25,125.0,56.0,96.0,"Rank #4 of 558 by 6m-return/volatility | 6m +125%, vol ~56%/yr, 5y +96% (not over-extended)",1215.9,-18% ->BE@+15%,1746.0,1482.8,2022-12-27,1710.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1710,14.7
SDBL,2022-10-24,50.7,1,55.62,182.0,52.0,152.0,"Rank #1 of 558 by 6m-return/volatility | 6m +182%, vol ~52%/yr, 5y +152% (not over-extended)",41.6,-18% ->BE@+15% ->20%-trail,68.1,54.5,2022-12-22,54.5,STOP_LOSS,"Stop-loss hit at 54; had peaked +34%, SL trailed to 54",6.8
WESTLIFE,2022-10-24,843.7,18,25.62,57.0,35.0,n/a,"Rank #18 of 558 by 6m-return/volatility | 6m +57%, vol ~35%/yr",691.9,-18%,911.2,691.9,2023-01-27,796.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 796,-6.2
KARURVYSYA,2022-10-24,86.7,12,26.92,83.0,49.0,-34.0,"Rank #12 of 558 by 6m-return/volatility | 6m +83%, vol ~49%/yr, 5y -34% (not over-extended)",71.1,-18% ->BE@+15%,110.3,86.7,2023-02-28,96.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 97,11.0
MAZDOCK,2022-10-24,277.7,17,25.82,95.0,59.0,n/a,"Rank #17 of 558 by 6m-return/volatility | 6m +95%, vol ~59%/yr",227.7,-18% ->BE@+15% ->20%-trail,406.7,325.3,2022-12-23,325.3,STOP_LOSS,"Stop-loss hit at 325; had peaked +46%, SL trailed to 325",16.5
WSTCSTPAPR,2022-11-25,652.2,19,33.43,93.0,44.0,230.0,"Rank #19 of 578 by 6m-return/volatility | 6m +93%, vol ~44%/yr, 5y +230%",534.8,-18%,652.2,534.8,2022-12-22,534.8,STOP_LOSS,"Stop-loss hit at 535; had peaked +0%, SL trailed to 535",-18.6
KTKBANK,2022-11-25,137.4,9,38.87,142.0,58.0,-13.0,"Rank #9 of 578 by 6m-return/volatility | 6m +142%, vol ~58%/yr, 5y -13% (not over-extended)",112.7,-18% ->BE@+15%,160.4,137.4,2022-12-22,137.4,STOP_LOSS,"Stop-loss hit at 137; had peaked +17%, SL trailed to 137",-0.6
CANBK,2022-11-25,65.7,24,32.93,75.0,36.0,-12.0,"Rank #24 of 578 by 6m-return/volatility | 6m +75%, vol ~36%/yr, 5y -12% (not over-extended)",53.9,-18%,66.5,53.9,2022-12-27,61.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 62,-6.7
FIEMIND,2022-11-25,949.0,13,35.59,123.0,55.0,131.0,"Rank #13 of 578 by 6m-return/volatility | 6m +123%, vol ~55%/yr, 5y +131% (not over-extended)",778.2,-18%,1008.1,778.2,2022-12-27,830.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 831,-13.1
RVNL,2022-11-25,63.4,10,37.93,137.0,57.0,n/a,"Rank #10 of 578 by 6m-return/volatility | 6m +137%, vol ~57%/yr",52.0,-18%,72.8,52.0,2022-12-27,55.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 55,-13.9
BANKBARODA,2022-11-25,156.8,18,34.02,79.0,37.0,1.0,"Rank #18 of 578 by 6m-return/volatility | 6m +79%, vol ~37%/yr, 5y +1% (not over-extended)",128.6,-18% ->BE@+15%,184.2,156.8,2022-12-26,156.8,STOP_LOSS,"Stop-loss hit at 157; had peaked +17%, SL trailed to 157",-0.6
CGPOWER,2022-11-25,271.0,12,35.73,70.0,31.0,n/a,"Rank #12 of 578 by 6m-return/volatility | 6m +70%, vol ~31%/yr",222.2,-18%,277.6,222.2,2022-12-27,254.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 254,-6.9
DLINKINDIA,2022-11-25,296.4,23,33.01,130.0,63.0,259.0,"Rank #23 of 578 by 6m-return/volatility | 6m +130%, vol ~63%/yr, 5y +259%",243.1,-18%,313.0,243.1,2022-12-21,243.1,STOP_LOSS,"Stop-loss hit at 243; had peaked +6%, SL trailed to 243",-18.6
KPIGREEN,2022-11-25,93.1,17,34.54,115.0,53.0,n/a,"Rank #17 of 578 by 6m-return/volatility | 6m +115%, vol ~53%/yr",76.3,-18%,100.1,76.3,2022-12-27,89.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 90,-4.4
RAMASTEEL,2022-11-25,14.1,15,34.9,126.0,57.0,348.0,"Rank #15 of 578 by 6m-return/volatility | 6m +126%, vol ~57%/yr, 5y +348%",11.5,-18%,15.6,11.5,2022-12-26,11.5,STOP_LOSS,"Stop-loss hit at 12; had peaked +11%, SL trailed to 12",-18.6
HSCL,2022-11-25,90.9,14,35.16,71.0,32.0,-32.0,"Rank #14 of 578 by 6m-return/volatility | 6m +71%, vol ~32%/yr, 5y -32% (not over-extended)",74.5,-18%,94.8,74.5,2022-12-23,74.5,STOP_LOSS,"Stop-loss hit at 75; had peaked +4%, SL trailed to 75",-18.6
ADANIENT,2022-11-25,3751.3,11,37.77,88.0,37.0,2506.0,"Rank #11 of 578 by 6m-return/volatility | 6m +88%, vol ~37%/yr, 5y +2506%",3076.0,-18%,4029.1,3076.0,2023-01-27,3076.0,STOP_LOSS,"Stop-loss hit at 3076; had peaked +7%, SL trailed to 3076",-18.6
UNIONBANK,2022-11-25,71.7,4,44.37,119.0,43.0,-54.0,"Rank #4 of 578 by 6m-return/volatility | 6m +119%, vol ~43%/yr, 5y -54% (not over-extended)",58.8,-18% ->BE@+15%,90.3,71.7,2022-12-22,71.7,STOP_LOSS,"Stop-loss hit at 72; had peaked +26%, SL trailed to 72",-0.6
PSUBNKBEES,2022-11-25,42.1,8,39.51,69.0,28.0,4.0,"Rank #8 of 578 by 6m-return/volatility | 6m +69%, vol ~28%/yr, 5y +4% (not over-extended)",34.5,-18% ->BE@+15%,49.9,42.1,2022-12-23,42.1,STOP_LOSS,"Stop-loss hit at 42; had peaked +18%, SL trailed to 42",-0.7
IDFCFIRSTB,2022-11-25,58.0,21,33.22,71.0,34.0,n/a,"Rank #21 of 578 by 6m-return/volatility | 6m +71%, vol ~34%/yr",47.6,-18%,64.3,47.6,2023-02-28,55.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 55,-5.6
KKCL,2022-12-27,530.8,11,39.78,107.0,43.0,36.0,"Rank #11 of 620 by 6m-return/volatility | 6m +107%, vol ~43%/yr, 5y +36% (not over-extended)",435.3,-18%,551.3,435.3,2023-01-27,463.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 464,-13.3
APOLLOTYRE,2022-12-27,323.5,14,36.94,78.0,34.0,36.0,"Rank #14 of 620 by 6m-return/volatility | 6m +78%, vol ~34%/yr, 5y +36% (not over-extended)",265.3,-18%,340.0,265.3,2023-01-27,308.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 308,-5.3
JKLAKSHMI,2022-12-27,802.7,23,33.02,97.0,46.0,105.0,"Rank #23 of 620 by 6m-return/volatility | 6m +97%, vol ~46%/yr, 5y +105% (not over-extended)",658.2,-18%,840.2,658.2,2023-01-27,712.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 712,-11.9
DFMFOODS,2022-12-27,455.8,1,85.41,129.0,24.0,8.0,"Rank #1 of 620 by 6m-return/volatility | 6m +129%, vol ~24%/yr, 5y +8% (not over-extended)",373.7,-18%,475.0,373.7,2023-01-27,456.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 457,-0.4
VINYLINDIA,2022-12-27,419.5,4,47.16,223.0,75.0,1060.0,"Rank #4 of 620 by 6m-return/volatility | 6m +223%, vol ~75%/yr, 5y +1060%",344.0,-18% ->BE@+15%,491.9,419.5,2023-01-18,419.5,STOP_LOSS,"Stop-loss hit at 419; had peaked +17%, SL trailed to 419",-0.6
CEATLTD,2022-12-27,1660.7,22,33.1,79.0,38.0,2.0,"Rank #22 of 620 by 6m-return/volatility | 6m +79%, vol ~38%/yr, 5y +2% (not over-extended)",1361.7,-18%,1767.1,1361.7,2023-01-27,1543.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1543,-7.7
LT,2022-12-27,1991.0,16,35.07,42.0,19.0,90.0,"Rank #16 of 620 by 6m-return/volatility | 6m +42%, vol ~19%/yr, 5y +90% (not over-extended)",1632.6,-18%,2153.6,1632.6,2023-01-27,2024.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2024,1.1
PCJEWELLER,2022-12-27,8.0,6,44.25,173.0,62.0,-85.0,"Rank #6 of 620 by 6m-return/volatility | 6m +173%, vol ~62%/yr, 5y -85% (not over-extended)",6.5,-18% ->BE@+15%,9.3,8.0,2023-01-18,7.9,STOP_LOSS,"Stop-loss hit at 8; had peaked +17%, SL trailed to 8",-1.2
KIRLOSENG,2022-12-27,312.5,8,41.5,148.0,57.0,-10.0,"Rank #8 of 620 by 6m-return/volatility | 6m +148%, vol ~57%/yr, 5y -10% (not over-extended)",256.2,-18%,327.2,256.2,2023-02-28,304.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 305,-3.1
JINDALSTEL,2022-12-27,576.0,20,33.34,81.0,39.0,283.0,"Rank #20 of 620 by 6m-return/volatility | 6m +81%, vol ~39%/yr, 5y +283%",472.3,-18%,622.8,472.3,2023-02-28,549.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 549,-5.2
FACT,2022-12-27,280.8,12,38.6,205.0,84.0,729.0,"Rank #12 of 620 by 6m-return/volatility | 6m +205%, vol ~84%/yr, 5y +729%",230.2,-18% ->BE@+15% ->20%-trail,372.5,298.0,2023-01-16,298.0,STOP_LOSS,"Stop-loss hit at 298; had peaked +33%, SL trailed to 298",5.5
SOUTHBANK,2022-12-27,18.0,13,37.01,142.0,61.0,-40.0,"Rank #13 of 620 by 6m-return/volatility | 6m +142%, vol ~61%/yr, 5y -40% (not over-extended)",14.8,-18% ->BE@+15%,21.2,18.0,2023-01-10,18.0,STOP_LOSS,"Stop-loss hit at 18; had peaked +17%, SL trailed to 18",-0.6
VENUSPIPES,2022-12-27,708.0,3,47.79,117.0,39.0,n/a,"Rank #3 of 620 by 6m-return/volatility | 6m +117%, vol ~39%/yr",580.6,-18% ->BE@+15%,821.8,708.0,2023-04-03,772.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 772,8.5
JSLHISAR,2022-12-27,386.2,19,33.95,92.0,43.0,93.0,"Rank #19 of 620 by 6m-return/volatility | 6m +92%, vol ~43%/yr, 5y +93% (not over-extended)",316.7,-18% ->BE@+15%,476.8,386.2,2023-01-27,445.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 445,14.7
UCOBANK,2022-12-27,32.5,9,41.42,195.0,75.0,12.0,"Rank #9 of 620 by 6m-return/volatility | 6m +195%, vol ~75%/yr, 5y +12% (not over-extended)",26.6,-18%,33.8,26.6,2023-02-16,26.6,STOP_LOSS,"Stop-loss hit at 27; had peaked +4%, SL trailed to 27",-18.6
JSL,2022-12-27,201.2,10,40.34,123.0,48.0,122.0,"Rank #10 of 620 by 6m-return/volatility | 6m +123%, vol ~48%/yr, 5y +122% (not over-extended)",165.0,-18% ->BE@+15% ->20%-trail,301.1,240.9,2023-04-12,240.9,STOP_LOSS,"Stop-loss hit at 241; had peaked +50%, SL trailed to 241",19.1
GRAVITA,2023-01-27,493.0,18,27.3,81.0,47.0,327.0,"Rank #18 of 545 by 6m-return/volatility | 6m +81%, vol ~47%/yr, 5y +327%",404.3,-18%,540.0,404.3,2023-02-28,457.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 457,-7.9
