Stock,Buy date,Buy price,Entry rank,Risk-adj score,6m return % at entry,Volatility %/yr at entry,5y return %,WHY PICKED,Initial SL,SL path,Peak price,Final SL,Sell date,Sell price,Exit trigger,WHY EXITED,Return %
GRSE,2023-01-27,444.3,22,26.65,98.0,59.0,n/a,"Rank #22 of 545 by 6m-return/volatility | 6m +98%, vol ~59%/yr",364.3,-18%,482.8,364.3,2023-02-28,376.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 376,-15.9
TATAINVEST,2023-01-27,202.7,21,26.76,49.0,29.0,137.0,"Rank #21 of 545 by 6m-return/volatility | 6m +49%, vol ~29%/yr, 5y +137% (not over-extended)",166.2,-18%,218.1,166.2,2023-02-28,195.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 195,-4.3
TRIL,2023-01-27,127.9,7,33.98,139.0,65.0,210.0,"Rank #7 of 545 by 6m-return/volatility | 6m +139%, vol ~65%/yr, 5y +210%",104.9,-18%,140.4,104.9,2023-02-14,104.9,STOP_LOSS,"Stop-loss hit at 105; had peaked +10%, SL trailed to 105",-18.6
ANANDRATHI,2023-01-27,203.9,20,26.9,30.0,18.0,n/a,"Rank #20 of 545 by 6m-return/volatility | 6m +30%, vol ~18%/yr",167.2,-18%,212.4,167.2,2023-02-28,185.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 185,-9.8
IDFC,2023-01-27,81.6,17,27.52,56.0,32.0,29.0,"Rank #17 of 545 by 6m-return/volatility | 6m +56%, vol ~32%/yr, 5y +29% (not over-extended)",66.9,-18%,92.4,66.9,2023-02-28,76.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 76,-7.5
SOLARINDS,2023-01-27,4104.2,24,25.81,45.0,28.0,250.0,"Rank #24 of 545 by 6m-return/volatility | 6m +45%, vol ~28%/yr, 5y +250%",3365.4,-18%,4140.0,3365.4,2023-02-28,3919.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 3920,-5.1
APOLLO,2023-01-27,22.0,19,27.3,110.0,64.0,n/a,"Rank #19 of 545 by 6m-return/volatility | 6m +110%, vol ~64%/yr",18.1,-18%,25.3,18.1,2023-02-28,20.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 21,-5.7
BECTORFOOD,2023-01-27,105.1,23,26.2,49.0,30.0,n/a,"Rank #23 of 545 by 6m-return/volatility | 6m +49%, vol ~30%/yr",86.2,-18% ->BE@+15%,123.8,105.1,2023-02-28,111.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 111,5.3
INDIANB,2023-01-27,251.5,25,25.51,64.0,40.0,-18.0,"Rank #25 of 545 by 6m-return/volatility | 6m +64%, vol ~40%/yr, 5y -18% (not over-extended)",206.3,-18%,276.2,206.3,2023-02-28,229.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 229,-9.5
KIRLFER,2023-01-27,355.1,10,31.0,77.0,40.0,n/a,"Rank #10 of 545 by 6m-return/volatility | 6m +77%, vol ~40%/yr",291.2,-18% ->BE@+15% ->20%-trail,477.4,382.0,2023-05-09,432.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 433,21.3
RVNL,2023-01-27,63.1,9,32.05,137.0,68.0,n/a,"Rank #9 of 545 by 6m-return/volatility | 6m +137%, vol ~68%/yr",51.7,-18%,68.8,51.7,2023-02-28,51.7,STOP_LOSS,"Stop-loss hit at 52; had peaked +9%, SL trailed to 52",-18.6
HNDFDS,2023-02-28,606.9,21,21.21,61.0,45.0,n/a,"Rank #21 of 552 by 6m-return/volatility | 6m +61%, vol ~45%/yr",497.6,-18%,616.3,497.6,2023-04-03,557.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 558,-8.7
PNBHOUSING,2023-02-28,597.2,19,21.61,72.0,53.0,-39.0,"Rank #19 of 552 by 6m-return/volatility | 6m +72%, vol ~53%/yr, 5y -39% (not over-extended)",489.7,-18%,654.8,489.7,2023-03-27,489.7,STOP_LOSS,"Stop-loss hit at 490; had peaked +10%, SL trailed to 490",-18.6
KPITTECH,2023-02-28,813.4,18,21.73,51.0,37.0,n/a,"Rank #18 of 552 by 6m-return/volatility | 6m +51%, vol ~37%/yr",667.0,-18%,928.1,667.0,2023-04-03,795.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 795,-2.8
BLUESTARCO,2023-02-28,842.0,12,24.95,33.0,21.0,98.0,"Rank #12 of 552 by 6m-return/volatility | 6m +33%, vol ~21%/yr, 5y +98% (not over-extended)",690.5,-18%,946.8,690.5,2023-04-03,813.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 814,-4.0
FOODSIN,2023-02-28,103.5,23,20.79,78.0,59.0,n/a,"Rank #23 of 552 by 6m-return/volatility | 6m +78%, vol ~59%/yr",84.9,-18%,105.3,84.9,2023-04-03,98.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 98,-5.8
EQUITASBNK,2023-02-28,71.5,22,20.87,57.0,43.0,n/a,"Rank #22 of 552 by 6m-return/volatility | 6m +57%, vol ~43%/yr",58.6,-18%,77.9,58.6,2023-04-03,68.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 68,-5.1
TRITURBINE,2023-02-28,332.2,17,22.2,61.0,44.0,150.0,"Rank #17 of 552 by 6m-return/volatility | 6m +61%, vol ~44%/yr, 5y +150% (not over-extended)",272.4,-18% ->BE@+15%,385.5,332.2,2023-03-03,332.2,STOP_LOSS,"Stop-loss hit at 332; had peaked +16%, SL trailed to 332",-0.6
MOLDTECH,2023-02-28,244.1,5,29.94,165.0,87.0,734.0,"Rank #5 of 552 by 6m-return/volatility | 6m +165%, vol ~87%/yr, 5y +734%",200.1,-18%,275.3,200.1,2023-04-03,245.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 245,-0.1
VERTOZ,2023-02-28,74.0,7,29.26,131.0,71.0,n/a,"Rank #7 of 552 by 6m-return/volatility | 6m +131%, vol ~71%/yr",60.7,-18%,80.7,60.7,2023-04-03,69.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 70,-6.3
SAKSOFT,2023-02-28,116.1,20,21.48,56.0,42.0,576.0,"Rank #20 of 552 by 6m-return/volatility | 6m +56%, vol ~42%/yr, 5y +576%",95.2,-18%,124.4,95.2,2023-04-03,118.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 119,1.5
SUPREMEIND,2023-02-28,2606.4,16,22.22,43.0,31.0,133.0,"Rank #16 of 552 by 6m-return/volatility | 6m +43%, vol ~31%/yr, 5y +133% (not over-extended)",2137.3,-18%,2627.7,2137.3,2023-04-03,2373.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2373,-9.6
ATULAUTO,2023-02-28,286.5,11,25.78,88.0,54.0,-19.0,"Rank #11 of 552 by 6m-return/volatility | 6m +88%, vol ~54%/yr, 5y -19% (not over-extended)",234.9,-18% ->BE@+15%,360.7,286.5,2023-05-02,286.5,STOP_LOSS,"Stop-loss hit at 287; had peaked +26%, SL trailed to 287",-0.6
KTKBANK,2023-02-28,134.7,8,28.72,90.0,50.0,4.0,"Rank #8 of 552 by 6m-return/volatility | 6m +90%, vol ~50%/yr, 5y +4% (not over-extended)",110.5,-18%,150.4,110.5,2023-05-09,124.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 124,-8.2
IONEXCHANG,2023-02-28,321.9,4,30.24,86.0,45.0,n/a,"Rank #4 of 552 by 6m-return/volatility | 6m +86%, vol ~45%/yr",263.9,-18% ->BE@+15%,403.9,321.9,2023-06-08,387.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 388,19.9
FINCABLES,2023-02-28,739.3,24,20.78,57.0,43.0,8.0,"Rank #24 of 552 by 6m-return/volatility | 6m +57%, vol ~43%/yr, 5y +8% (not over-extended)",606.3,-18% ->BE@+15% ->20%-trail,981.7,785.3,2023-06-08,830.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 830,11.7
TWL,2023-02-28,208.1,25,20.32,58.0,45.0,19.0,"Rank #25 of 552 by 6m-return/volatility | 6m +58%, vol ~45%/yr, 5y +19% (not over-extended)",170.6,-18% ->BE@+15% ->20%-trail,284.0,227.2,2023-04-03,277.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 277,32.5
JINDALSAW,2023-02-28,71.6,14,23.83,76.0,50.0,11.0,"Rank #14 of 552 by 6m-return/volatility | 6m +76%, vol ~50%/yr, 5y +11% (not over-extended)",58.7,-18% ->BE@+15%,85.6,71.6,2023-03-17,71.6,STOP_LOSS,"Stop-loss hit at 72; had peaked +20%, SL trailed to 72",-0.6
CUMMINSIND,2023-04-03,1541.0,24,23.45,36.0,24.0,107.0,"Rank #24 of 542 by 6m-return/volatility | 6m +36%, vol ~24%/yr, 5y +107% (not over-extended)",1263.6,-18%,1568.6,1263.6,2023-05-09,1557.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1557,0.5
APARINDS,2023-04-03,2599.5,19,25.3,112.0,70.0,251.0,"Rank #19 of 542 by 6m-return/volatility | 6m +112%, vol ~70%/yr, 5y +251%",2131.6,-18% ->BE@+15%,3288.0,2599.5,2023-05-09,2599.5,STOP_LOSS,"Stop-loss hit at 2600; had peaked +26%, SL trailed to 2600",-0.6
RELINFRA,2023-04-03,165.7,23,23.52,70.0,47.0,-58.0,"Rank #23 of 542 by 6m-return/volatility | 6m +70%, vol ~47%/yr, 5y -58% (not over-extended)",135.9,-18% ->BE@+15%,191.1,165.7,2023-05-09,170.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 170,2.1
UNIONBANK,2023-04-03,63.5,25,23.27,55.0,38.0,-30.0,"Rank #25 of 542 by 6m-return/volatility | 6m +55%, vol ~38%/yr, 5y -30% (not over-extended)",52.1,-18% ->BE@+15%,73.8,63.5,2023-05-09,67.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 68,5.8
J&KBANK,2023-04-03,50.0,5,34.7,85.0,39.0,-14.0,"Rank #5 of 542 by 6m-return/volatility | 6m +85%, vol ~39%/yr, 5y -14% (not over-extended)",41.0,-18% ->BE@+15%,62.8,50.0,2023-05-09,55.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 55,9.3
IMAGICAA,2023-04-03,47.8,6,30.98,141.0,72.0,n/a,"Rank #6 of 542 by 6m-return/volatility | 6m +141%, vol ~72%/yr",39.2,-18%,50.6,39.2,2023-05-09,44.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 45,-7.0
SONATSOFTW,2023-04-03,459.8,10,26.83,73.0,43.0,153.0,"Rank #10 of 542 by 6m-return/volatility | 6m +73%, vol ~43%/yr, 5y +153% (not over-extended)",377.0,-18%,483.3,377.0,2023-05-09,453.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 453,-2.0
SUNFLAG,2023-04-03,148.4,21,25.15,86.0,54.0,86.0,"Rank #21 of 542 by 6m-return/volatility | 6m +86%, vol ~54%/yr, 5y +86% (not over-extended)",121.7,-18% ->BE@+15%,176.3,148.4,2023-05-30,148.4,STOP_LOSS,"Stop-loss hit at 148; had peaked +19%, SL trailed to 148",-0.6
MARKSANS,2023-04-03,75.6,16,26.03,53.0,32.0,108.0,"Rank #16 of 542 by 6m-return/volatility | 6m +53%, vol ~32%/yr, 5y +108% (not over-extended)",62.0,-18% ->BE@+15%,88.2,75.6,2023-05-22,75.6,STOP_LOSS,"Stop-loss hit at 76; had peaked +17%, SL trailed to 76",-0.6
NCC,2023-04-03,98.2,18,25.75,54.0,33.0,-3.0,"Rank #18 of 542 by 6m-return/volatility | 6m +54%, vol ~33%/yr, 5y -3% (not over-extended)",80.5,-18% ->BE@+15%,116.5,98.2,2023-05-23,98.2,STOP_LOSS,"Stop-loss hit at 98; had peaked +19%, SL trailed to 98",-0.6
USHAMART,2023-04-03,216.9,8,28.64,78.0,43.0,941.0,"Rank #8 of 542 by 6m-return/volatility | 6m +78%, vol ~43%/yr, 5y +941%",177.9,-18% ->BE@+15% ->20%-trail,300.0,240.0,2023-07-11,294.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 295,35.3
HARIOMPIPE,2023-04-03,491.6,7,29.55,85.0,46.0,n/a,"Rank #7 of 542 by 6m-return/volatility | 6m +85%, vol ~46%/yr",403.1,-18% ->BE@+15% ->20%-trail,717.7,574.1,2023-07-11,665.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 665,34.7
FACT,2023-04-03,205.9,13,26.48,102.0,61.0,326.0,"Rank #13 of 542 by 6m-return/volatility | 6m +102%, vol ~61%/yr, 5y +326%",168.9,-18% ->BE@+15% ->20%-trail,469.1,375.3,2023-07-11,454.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 454,120.0
JBMA,2023-04-03,305.2,9,28.29,85.0,48.0,316.0,"Rank #9 of 542 by 6m-return/volatility | 6m +85%, vol ~48%/yr, 5y +316%",250.2,-18% ->BE@+15% ->20%-trail,667.3,533.8,2023-08-10,555.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 556,81.5
BECTORFOOD,2023-04-03,126.8,22,24.5,59.0,38.0,n/a,"Rank #22 of 542 by 6m-return/volatility | 6m +59%, vol ~38%/yr",104.0,-18% ->BE@+15% ->20%-trail,252.1,201.7,2023-09-12,218.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 218,71.3
PSB,2023-05-09,32.0,24,25.23,94.0,59.0,-11.0,"Rank #24 of 581 by 6m-return/volatility | 6m +94%, vol ~59%/yr, 5y -11% (not over-extended)",26.2,-18%,34.2,26.2,2023-06-08,32.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 33,2.1
NEWGEN,2023-05-09,414.9,18,28.03,67.0,38.0,n/a,"Rank #18 of 581 by 6m-return/volatility | 6m +67%, vol ~38%/yr",340.2,-18% ->BE@+15%,505.2,414.9,2023-06-08,468.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 468,12.2
SUVENPHAR,2023-05-09,522.4,16,29.03,17.0,9.0,n/a,"Rank #16 of 581 by 6m-return/volatility | 6m +17%, vol ~9%/yr",428.3,-18%,531.5,428.3,2023-06-08,522.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 523,-0.6
MOLDTECH,2023-05-09,311.2,7,37.36,179.0,76.0,832.0,"Rank #7 of 581 by 6m-return/volatility | 6m +179%, vol ~76%/yr, 5y +832%",255.2,-18% ->BE@+15%,365.6,311.2,2023-06-08,338.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 338,8.1
VERTOZ,2023-05-09,78.4,5,41.15,154.0,59.0,n/a,"Rank #5 of 581 by 6m-return/volatility | 6m +154%, vol ~59%/yr",64.3,-18%,88.1,64.3,2023-09-25,76.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 77,-2.9
SBC,2023-05-09,13.7,1,52.78,208.0,63.0,n/a,"Rank #1 of 581 by 6m-return/volatility | 6m +208%, vol ~63%/yr",11.2,-18% ->BE@+15%,16.6,13.7,2023-09-26,16.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 16,19.2
VINYLINDIA,2023-05-09,419.2,10,33.85,136.0,64.0,645.0,"Rank #10 of 581 by 6m-return/volatility | 6m +136%, vol ~64%/yr, 5y +645%",343.7,-18%,444.7,343.7,2023-06-08,421.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 421,-0.2
CYIENT,2023-05-09,1162.8,17,28.26,59.0,33.0,79.0,"Rank #17 of 581 by 6m-return/volatility | 6m +59%, vol ~33%/yr, 5y +79% (not over-extended)",953.5,-18% ->BE@+15% ->20%-trail,1524.8,1219.8,2023-06-08,1357.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1358,16.1
SURYAROSNI,2023-05-09,216.8,12,33.02,97.0,46.0,112.0,"Rank #12 of 581 by 6m-return/volatility | 6m +97%, vol ~46%/yr, 5y +112% (not over-extended)",177.8,-18%,228.7,177.8,2023-06-08,210.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 211,-3.4
KAMDHENU,2023-05-09,31.2,25,24.92,60.0,38.0,146.0,"Rank #25 of 581 by 6m-return/volatility | 6m +60%, vol ~38%/yr, 5y +146% (not over-extended)",25.6,-18%,34.3,25.6,2023-06-08,29.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 29,-6.2
MAHINDCIE,2023-06-08,512.7,18,30.23,77.0,41.0,111.0,"Rank #18 of 661 by 6m-return/volatility | 6m +77%, vol ~41%/yr, 5y +111% (not over-extended)",420.4,-18%,523.2,420.4,2023-06-16,507.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 508,-1.6
NAVA,2023-06-08,143.5,25,26.71,62.0,37.0,n/a,"Rank #25 of 661 by 6m-return/volatility | 6m +62%, vol ~37%/yr",117.7,-18%,159.4,117.7,2023-07-11,148.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 149,2.9
LSIL,2023-06-08,26.8,12,32.16,108.0,53.0,2608.0,"Rank #12 of 661 by 6m-return/volatility | 6m +108%, vol ~53%/yr, 5y +2608%",22.0,-18% ->BE@+15%,31.3,26.8,2023-07-11,29.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 30,10.4
HGINFRA,2023-06-08,923.5,23,27.05,57.0,34.0,176.0,"Rank #23 of 661 by 6m-return/volatility | 6m +57%, vol ~34%/yr, 5y +176% (not over-extended)",757.3,-18%,930.5,757.3,2023-07-11,882.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 882,-5.0
RKFORGE,2023-06-08,383.2,22,27.49,63.0,37.0,146.0,"Rank #22 of 661 by 6m-return/volatility | 6m +63%, vol ~37%/yr, 5y +146% (not over-extended)",314.2,-18% ->BE@+15%,490.0,383.2,2023-07-11,444.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 444,15.3
MANAKSIA,2023-06-08,177.7,10,33.87,126.0,59.0,427.0,"Rank #10 of 661 by 6m-return/volatility | 6m +126%, vol ~59%/yr, 5y +427%",145.7,-18%,194.2,145.7,2023-07-11,152.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 152,-15.1
ANANTRAJ,2023-06-08,183.9,24,26.9,62.0,36.0,480.0,"Rank #24 of 661 by 6m-return/volatility | 6m +62%, vol ~36%/yr, 5y +480%",150.8,-18%,210.1,150.8,2023-07-11,207.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 207,12.1
BAJAJ-AUTO,2023-06-08,4967.7,21,28.16,31.0,18.0,72.0,"Rank #21 of 661 by 6m-return/volatility | 6m +31%, vol ~18%/yr, 5y +72% (not over-extended)",4073.5,-18%,5126.8,4073.5,2023-07-11,5088.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 5089,1.8
PGEL,2023-06-08,162.7,8,36.69,57.0,25.0,112.0,"Rank #8 of 661 by 6m-return/volatility | 6m +57%, vol ~25%/yr, 5y +112% (not over-extended)",133.4,-18%,168.2,133.4,2023-07-11,153.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 154,-6.2
KAYNES,2023-06-08,1497.4,19,29.98,95.0,50.0,n/a,"Rank #19 of 661 by 6m-return/volatility | 6m +95%, vol ~50%/yr",1227.9,-18% ->BE@+15% ->20%-trail,1978.3,1582.6,2023-08-10,1776.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1776,18.0
ITC,2023-06-08,439.7,13,32.15,32.0,16.0,68.0,"Rank #13 of 661 by 6m-return/volatility | 6m +32%, vol ~16%/yr, 5y +68% (not over-extended)",360.6,-18%,496.1,360.6,2023-08-10,448.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 449,1.4
FOODSIN,2023-06-08,135.4,4,39.35,114.0,46.0,n/a,"Rank #4 of 661 by 6m-return/volatility | 6m +114%, vol ~46%/yr",111.1,-18% ->BE@+15%,166.9,135.4,2023-08-10,144.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 144,6.0
NUCLEUS,2023-06-08,1032.7,5,38.8,174.0,71.0,193.0,"Rank #5 of 661 by 6m-return/volatility | 6m +174%, vol ~71%/yr, 5y +193% (not over-extended)",846.8,-18%,1158.1,846.8,2023-08-10,971.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 972,-6.5
SAFARI,2023-06-08,1532.2,17,30.67,69.0,36.0,n/a,"Rank #17 of 661 by 6m-return/volatility | 6m +69%, vol ~36%/yr",1256.4,-18% ->BE@+15%,1945.6,1532.2,2023-08-10,1846.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1846,19.9
SAKSOFT,2023-06-08,213.7,20,29.08,111.0,60.0,1120.0,"Rank #20 of 661 by 6m-return/volatility | 6m +111%, vol ~60%/yr, 5y +1120%",175.2,-18% ->BE@+15% ->20%-trail,305.0,244.0,2023-09-12,255.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 255,18.9
ZENTEC,2023-06-08,336.2,7,37.02,114.0,49.0,308.0,"Rank #7 of 661 by 6m-return/volatility | 6m +114%, vol ~49%/yr, 5y +308%",275.7,-18%,380.6,275.7,2023-07-11,374.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 374,10.7
VENUSPIPES,2023-06-08,1098.1,11,33.56,51.0,24.0,n/a,"Rank #11 of 661 by 6m-return/volatility | 6m +51%, vol ~24%/yr",900.4,-18% ->BE@+15% ->20%-trail,1578.9,1263.1,2023-09-25,1263.1,STOP_LOSS,"Stop-loss hit at 1263; had peaked +44%, SL trailed to 1263",14.4
ABB,2023-07-11,4211.9,10,41.71,66.0,25.0,333.0,"Rank #10 of 733 by 6m-return/volatility | 6m +66%, vol ~25%/yr, 5y +333%",3453.8,-18%,4319.7,3453.8,2023-08-10,4217.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 4217,-0.5
IONEXCHANG,2023-07-11,505.9,25,33.55,90.0,43.0,n/a,"Rank #25 of 733 by 6m-return/volatility | 6m +90%, vol ~43%/yr",414.8,-18% ->BE@+15%,609.8,505.9,2023-08-02,505.9,STOP_LOSS,"Stop-loss hit at 506; had peaked +21%, SL trailed to 506",-0.6
MON100,2023-07-11,120.9,12,40.47,36.0,14.0,n/a,"Rank #12 of 733 by 6m-return/volatility | 6m +36%, vol ~14%/yr",99.1,-18%,129.9,99.1,2023-08-10,122.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 123,0.8
OLECTRA,2023-07-11,1317.2,2,56.56,164.0,46.0,n/a,"Rank #2 of 733 by 6m-return/volatility | 6m +164%, vol ~46%/yr",1080.1,-18%,1465.0,1080.1,2023-07-25,1080.1,STOP_LOSS,"Stop-loss hit at 1080; had peaked +11%, SL trailed to 1080",-18.6
TATAMTRDVR,2023-07-11,338.2,21,35.23,62.0,28.0,103.0,"Rank #21 of 733 by 6m-return/volatility | 6m +62%, vol ~28%/yr, 5y +103% (not over-extended)",277.4,-18% ->BE@+15%,437.0,338.2,2023-08-10,404.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 405,19.1
BCLIND,2023-07-11,48.3,23,34.2,54.0,25.0,n/a,"Rank #23 of 733 by 6m-return/volatility | 6m +54%, vol ~25%/yr",39.6,-18%,49.8,39.6,2023-08-10,47.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 47,-3.2
CHENNPETRO,2023-07-11,426.3,11,40.56,112.0,44.0,48.0,"Rank #11 of 733 by 6m-return/volatility | 6m +112%, vol ~44%/yr, 5y +48% (not over-extended)",349.5,-18%,436.9,349.5,2023-08-10,360.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 360,-16.1
HAL,2023-07-11,1752.1,22,34.55,58.0,27.0,355.0,"Rank #22 of 733 by 6m-return/volatility | 6m +58%, vol ~27%/yr, 5y +355%",1436.7,-18%,1788.5,1436.7,2023-08-10,1695.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1696,-3.8
TATAMOTORS,2023-07-11,376.1,9,42.42,63.0,24.0,120.0,"Rank #9 of 733 by 6m-return/volatility | 6m +63%, vol ~24%/yr, 5y +120% (not over-extended)",308.4,-18%,398.2,308.4,2023-08-10,370.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 370,-2.2
ANUP,2023-07-11,1159.1,13,40.03,109.0,43.0,n/a,"Rank #13 of 733 by 6m-return/volatility | 6m +109%, vol ~43%/yr",950.5,-18% ->BE@+15%,1361.5,1159.1,2023-08-10,1250.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1251,7.3
KIRLOSBROS,2023-07-11,678.8,24,33.62,114.0,54.0,142.0,"Rank #24 of 733 by 6m-return/volatility | 6m +114%, vol ~54%/yr, 5y +142% (not over-extended)",556.6,-18% ->BE@+15% ->20%-trail,993.1,794.5,2023-08-16,794.5,STOP_LOSS,"Stop-loss hit at 794; had peaked +46%, SL trailed to 794",16.4
ACE,2023-07-11,674.0,15,39.63,94.0,38.0,377.0,"Rank #15 of 733 by 6m-return/volatility | 6m +94%, vol ~38%/yr, 5y +377%",552.6,-18% ->BE@+15% ->20%-trail,899.1,719.3,2023-09-12,719.3,STOP_LOSS,"Stop-loss hit at 719; had peaked +33%, SL trailed to 719",6.1
AUROPHARMA,2023-07-11,772.7,20,35.38,67.0,30.0,21.0,"Rank #20 of 733 by 6m-return/volatility | 6m +67%, vol ~30%/yr, 5y +21% (not over-extended)",633.6,-18% ->BE@+15%,975.8,772.7,2023-10-16,954.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 954,22.9
SDBL,2023-07-11,139.5,3,53.54,167.0,50.0,765.0,"Rank #3 of 733 by 6m-return/volatility | 6m +167%, vol ~50%/yr, 5y +765%",114.4,-18% ->BE@+15%,164.6,139.5,2023-08-09,139.5,STOP_LOSS,"Stop-loss hit at 139; had peaked +18%, SL trailed to 139",-0.6
USHAMART,2023-08-10,334.0,25,41.07,81.0,31.0,1248.0,"Rank #25 of 784 by 6m-return/volatility | 6m +81%, vol ~31%/yr, 5y +1248%",273.9,-18%,374.0,273.9,2023-09-12,357.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 357,6.3
ZOMATO,2023-08-10,101.1,19,43.37,97.0,36.0,n/a,"Rank #19 of 784 by 6m-return/volatility | 6m +97%, vol ~36%/yr",82.9,-18%,110.0,82.9,2023-09-12,105.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 106,4.2
UNICHEMLAB,2023-08-10,426.5,15,46.81,31.0,10.0,76.0,"Rank #15 of 784 by 6m-return/volatility | 6m +31%, vol ~10%/yr, 5y +76% (not over-extended)",349.8,-18%,477.0,349.8,2023-09-12,425.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 426,-0.8
ITDCEM,2023-08-10,205.9,13,47.07,102.0,34.0,75.0,"Rank #13 of 784 by 6m-return/volatility | 6m +102%, vol ~34%/yr, 5y +75% (not over-extended)",168.8,-18% ->BE@+15%,250.6,205.9,2023-09-12,227.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 227,9.7
POWERMECH,2023-08-10,2033.5,6,52.95,141.0,42.0,336.0,"Rank #6 of 784 by 6m-return/volatility | 6m +141%, vol ~42%/yr, 5y +336%",1667.5,-18% ->BE@+15%,2343.6,2033.5,2023-09-12,2171.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2172,6.2
ANANTRAJ,2023-08-10,212.1,18,44.01,81.0,29.0,574.0,"Rank #18 of 784 by 6m-return/volatility | 6m +81%, vol ~29%/yr, 5y +574%",174.0,-18% ->BE@+15%,267.5,212.1,2023-09-12,245.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 245,14.9
